RESTAURANT NAME,COUNTRY,CITY,DAYS OF WEEK,START TIME(HOUR),START TIME(MINUTE),END TIME(HOUR),END TIME(MINUTE)
Miro Spanish Grille,US,Charlotte,2,17,00,22,00
Miro Spanish Grille,US,Charlotte,3,11,30,14,00
Miro Spanish Grille,US,Charlotte,3,17,00,22,00
Miro Spanish Grille,US,Charlotte,4,11,30,14,00
Miro Spanish Grille,US,Charlotte,4,17,00,23,00
Miro Spanish Grille,US,Charlotte,5,17,00,23,00
Miro Spanish Grille,US,Charlotte,6,17,00,22,00
Moosehead Grill,US,Charlotte,0,11,00,02,00
Moosehead Grill,US,Charlotte,1,11,00,02,00
Moosehead Grill,US,Charlotte,2,11,00,02,00
Moosehead Grill,US,Charlotte,3,11,00,02,00
Moosehead Grill,US,Charlotte,4,11,00,02,00
Moosehead Grill,US,Charlotte,5,12,00,02,00
Moosehead Grill,US,Charlotte,6,12,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,0,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,1,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,2,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,3,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,4,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,5,11,00,02,00
Mortimer's Cafe and Pub,US,Charlotte,6,11,00,00,00
Mr Tokyo Japanese Restaurant,US,Charlotte,0,11,00,21,30
Mr Tokyo Japanese Restaurant,US,Charlotte,1,11,00,21,30
Mr Tokyo Japanese Restaurant,US,Charlotte,2,11,00,21,30
Mr Tokyo Japanese Restaurant,US,Charlotte,3,11,00,21,30
Mr Tokyo Japanese Restaurant,US,Charlotte,4,11,00,22,30
Mr Tokyo Japanese Restaurant,US,Charlotte,5,11,00,22,30
Mr Tokyo Japanese Restaurant,US,Charlotte,6,11,00,21,30
Namastay Kitchen and Hangout,US,Charlotte,0,11,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,0,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,1,11,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,1,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,2,11,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,2,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,3,11,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,3,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,4,11,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,4,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,5,08,00,14,30
Namastay Kitchen and Hangout,US,Charlotte,5,16,30,22,00
Namastay Kitchen and Hangout,US,Charlotte,6,08,00,17,00
Nana's Soul Food Kitchen,US,Charlotte,0,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,1,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,2,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,3,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,4,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,5,11,00,21,00
Nana's Soul Food Kitchen,US,Charlotte,6,11,00,21,00
Napa on Providence,US,Charlotte,0,11,30,22,00
Napa on Providence,US,Charlotte,1,11,30,22,00
Napa on Providence,US,Charlotte,2,11,30,22,00
Napa on Providence,US,Charlotte,3,11,30,22,00
Napa on Providence,US,Charlotte,4,11,30,23,00
Napa on Providence,US,Charlotte,5,11,30,23,00
Napa on Providence,US,Charlotte,6,10,30,21,00
New South Kitchen & Bar,US,Charlotte,0,11,00,21,00
New South Kitchen & Bar,US,Charlotte,1,11,00,21,00
New South Kitchen & Bar,US,Charlotte,2,11,00,21,00
New South Kitchen & Bar,US,Charlotte,3,11,00,21,00
New South Kitchen & Bar,US,Charlotte,4,11,00,22,00
New South Kitchen & Bar,US,Charlotte,5,11,00,22,00
New South Kitchen & Bar,US,Charlotte,6,11,00,21,00
New Zealand Cafe,US,Charlotte,0,11,00,22,00
New Zealand Cafe,US,Charlotte,1,11,00,22,00
New Zealand Cafe,US,Charlotte,2,11,00,22,00
New Zealand Cafe,US,Charlotte,3,11,00,22,00
New Zealand Cafe,US,Charlotte,4,11,00,22,00
New Zealand Cafe,US,Charlotte,5,12,00,22,00
New Zealand Cafe,US,Charlotte,6,12,00,22,00
Noda Bodega,US,Charlotte,0,11,00,20,00
Noda Bodega,US,Charlotte,1,11,00,20,00
Noda Bodega,US,Charlotte,2,11,00,20,00
Noda Bodega,US,Charlotte,3,11,00,20,00
Noda Bodega,US,Charlotte,4,08,00,20,00
Noda Bodega,US,Charlotte,5,08,00,17,00
Noda Bodega,US,Charlotte,6,08,00,17,00
Nolen Kitchen,US,Charlotte,0,11,00,22,00
Nolen Kitchen,US,Charlotte,1,11,00,22,00
Nolen Kitchen,US,Charlotte,2,11,00,22,00
Nolen Kitchen,US,Charlotte,3,11,00,22,00
Nolen Kitchen,US,Charlotte,4,11,00,23,00
Nolen Kitchen,US,Charlotte,5,11,00,23,00
Nolen Kitchen,US,Charlotte,6,09,00,21,00
Nothing But Noodles,US,Charlotte,0,11,00,20,00
Nothing But Noodles,US,Charlotte,1,11,00,20,00
Nothing But Noodles,US,Charlotte,2,11,00,20,00
Nothing But Noodles,US,Charlotte,3,11,00,20,00
Nothing But Noodles,US,Charlotte,4,11,00,21,00
Nothing But Noodles,US,Charlotte,5,11,00,21,00
Nothing But Noodles,US,Charlotte,6,11,00,14,00
Oakhurst Grill,US,Charlotte,0,10,30,21,00
Oakhurst Grill,US,Charlotte,1,10,30,21,00
Oakhurst Grill,US,Charlotte,2,10,30,21,00
Oakhurst Grill,US,Charlotte,3,10,30,21,00
Oakhurst Grill,US,Charlotte,4,10,30,21,00
Oakhurst Grill,US,Charlotte,5,10,30,21,00
Old Pineville Premium Pub,US,Charlotte,0,11,00,22,00
Old Pineville Premium Pub,US,Charlotte,1,11,00,22,00
Old Pineville Premium Pub,US,Charlotte,2,11,00,22,00
Old Pineville Premium Pub,US,Charlotte,3,11,00,22,00
Old Pineville Premium Pub,US,Charlotte,4,11,00,00,00
Old Pineville Premium Pub,US,Charlotte,5,10,00,00,00
Old Pineville Premium Pub,US,Charlotte,6,10,00,21,00
Paco's Tacos & Tequila,US,Charlotte,0,11,00,22,00
Paco's Tacos & Tequila,US,Charlotte,1,11,00,22,00
Paco's Tacos & Tequila,US,Charlotte,2,11,00,22,00
Paco's Tacos & Tequila,US,Charlotte,3,11,00,22,00
Paco's Tacos & Tequila,US,Charlotte,4,11,00,23,00
Paco's Tacos & Tequila,US,Charlotte,5,11,00,23,00
Paco's Tacos & Tequila,US,Charlotte,6,11,00,22,00
Passion8,US,Charlotte,1,17,00,22,00
Passion8,US,Charlotte,2,17,00,22,00
Passion8,US,Charlotte,3,17,00,22,00
Passion8,US,Charlotte,4,17,00,22,00
Passion8,US,Charlotte,5,17,00,22,00
Passion8,US,Charlotte,6,11,00,14,30
Persuasian Restaurant,US,Charlotte,1,11,00,14,00
Persuasian Restaurant,US,Charlotte,1,16,30,21,30
Persuasian Restaurant,US,Charlotte,2,11,00,14,00
Persuasian Restaurant,US,Charlotte,2,16,30,21,30
Persuasian Restaurant,US,Charlotte,3,11,00,14,00
Persuasian Restaurant,US,Charlotte,3,16,30,21,30
Persuasian Restaurant,US,Charlotte,4,11,00,14,00
Persuasian Restaurant,US,Charlotte,4,16,30,22,00
Persuasian Restaurant,US,Charlotte,5,16,30,22,00
Persuasian Restaurant,US,Charlotte,6,16,30,21,30
Phat Burrito,US,Charlotte,0,07,00,21,00
Phat Burrito,US,Charlotte,1,07,00,21,00
Phat Burrito,US,Charlotte,2,07,00,21,00
Phat Burrito,US,Charlotte,3,07,00,21,00
Phat Burrito,US,Charlotte,4,07,00,23,00
Phat Burrito,US,Charlotte,5,08,00,23,00
Phat Burrito,US,Charlotte,6,08,00,21,00
Pho Hong,US,Charlotte,0,10,00,22,00
Pho Hong,US,Charlotte,2,10,00,22,00
Pho Hong,US,Charlotte,3,10,00,22,00
Pho Hong,US,Charlotte,4,10,00,22,00
Pho Hong,US,Charlotte,5,10,00,22,00
Pho Hong,US,Charlotte,6,10,00,22,00
Pho Plus,US,Charlotte,0,11,00,20,00
Pho Plus,US,Charlotte,1,11,00,20,00
Pho Plus,US,Charlotte,2,11,00,20,00
Pho Plus,US,Charlotte,3,11,00,20,00
Pho Plus,US,Charlotte,4,11,00,20,00
Pho Plus,US,Charlotte,5,11,00,19,00
Pint Central,US,Charlotte,0,11,00,02,00
Pint Central,US,Charlotte,1,11,00,02,00
Pint Central,US,Charlotte,2,11,00,02,00
Pint Central,US,Charlotte,3,11,00,02,00
Pint Central,US,Charlotte,4,11,00,02,00
Pint Central,US,Charlotte,5,11,00,02,00
Pint Central,US,Charlotte,6,11,00,00,00
Pio Pio,US,Charlotte,0,11,00,22,00
Pio Pio,US,Charlotte,1,11,00,22,00
Pio Pio,US,Charlotte,2,11,00,22,00
Pio Pio,US,Charlotte,3,11,00,22,00
Pio Pio,US,Charlotte,4,11,00,22,00
Pio Pio,US,Charlotte,5,11,00,22,00
Pio Pio,US,Charlotte,6,12,00,21,00
Pizzeria Omaggio,US,Charlotte,0,10,30,21,00
Pizzeria Omaggio,US,Charlotte,1,10,30,21,00
Pizzeria Omaggio,US,Charlotte,2,10,30,21,00
Pizzeria Omaggio,US,Charlotte,3,10,30,21,00
Pizzeria Omaggio,US,Charlotte,4,10,30,22,00
Pizzeria Omaggio,US,Charlotte,5,11,00,22,00
Pizzeria Omaggio,US,Charlotte,6,12,00,21,00
Pollo Campero,US,Charlotte,0,10,00,22,00
Pollo Campero,US,Charlotte,1,10,00,22,00
Pollo Campero,US,Charlotte,2,10,00,22,00
Pollo Campero,US,Charlotte,3,10,00,22,00
Pollo Campero,US,Charlotte,4,10,00,23,00
Pollo Campero,US,Charlotte,5,10,00,23,00
Pollo Campero,US,Charlotte,6,10,00,22,00
Poplar Street Tapas Cafe & Bar,US,Charlotte,1,17,00,22,00
Poplar Street Tapas Cafe & Bar,US,Charlotte,2,17,00,22,00
Poplar Street Tapas Cafe & Bar,US,Charlotte,3,17,00,22,00
Poplar Street Tapas Cafe & Bar,US,Charlotte,4,17,00,22,00
Poplar Street Tapas Cafe & Bar,US,Charlotte,5,17,00,22,00
Portofino's,US,Charlotte,0,11,00,22,00
Portofino's,US,Charlotte,1,11,00,22,00
Portofino's,US,Charlotte,2,11,00,22,00
Portofino's,US,Charlotte,3,11,00,22,00
Portofino's,US,Charlotte,4,11,00,23,00
Portofino's,US,Charlotte,5,11,00,23,00
Portofino's,US,Charlotte,6,12,00,22,00
Queen City Beer and Chili,US,Charlotte,0,11,00,20,00
Queen City Beer and Chili,US,Charlotte,1,11,00,22,00
Queen City Beer and Chili,US,Charlotte,2,11,00,22,00
Queen City Beer and Chili,US,Charlotte,3,11,00,22,00
Queen City Beer and Chili,US,Charlotte,4,11,00,23,00
Queen City Beer and Chili,US,Charlotte,5,11,00,23,00
Queen City Beer and Chili,US,Charlotte,6,11,00,20,00
Rai Lay,US,Charlotte,1,11,00,15,00
Rai Lay,US,Charlotte,1,17,00,22,00
Rai Lay,US,Charlotte,2,11,00,15,00
Rai Lay,US,Charlotte,2,17,00,22,00
Rai Lay,US,Charlotte,3,11,00,15,00
Rai Lay,US,Charlotte,3,17,00,22,00
Rai Lay,US,Charlotte,4,11,00,15,00
Rai Lay,US,Charlotte,4,17,00,22,00
Rai Lay,US,Charlotte,5,12,00,22,00
Rai Lay,US,Charlotte,6,17,00,22,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,0,11,00,22,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,1,11,00,22,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,2,11,00,22,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,3,11,00,22,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,4,11,00,23,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,5,11,00,23,00
Red Rocks Cafe Bar & Bakery,US,Charlotte,6,10,30,22,00
Red Sea Restaurant & Bar,US,Charlotte,1,11,00,15,00
Red Sea Restaurant & Bar,US,Charlotte,1,17,00,02,00
Red Sea Restaurant & Bar,US,Charlotte,2,11,00,15,00
Red Sea Restaurant & Bar,US,Charlotte,2,17,00,02,00
Red Sea Restaurant & Bar,US,Charlotte,3,11,00,15,00
Red Sea Restaurant & Bar,US,Charlotte,3,17,00,02,00
Red Sea Restaurant & Bar,US,Charlotte,4,11,00,15,00
Red Sea Restaurant & Bar,US,Charlotte,4,17,00,02,00
Red Sea Restaurant & Bar,US,Charlotte,5,17,00,02,00
Red Sea Restaurant & Bar,US,Charlotte,6,17,00,22,00
Revolution Ale House,US,Charlotte,0,11,30,22,00
Revolution Ale House,US,Charlotte,1,11,30,22,00
Revolution Ale House,US,Charlotte,2,11,30,22,00
Revolution Ale House,US,Charlotte,3,11,30,22,00
Revolution Ale House,US,Charlotte,4,11,30,23,30
Revolution Ale House,US,Charlotte,5,11,30,23,30
Revolution Ale House,US,Charlotte,6,11,30,22,00
Rhino Market & Deli,US,Charlotte,0,07,00,23,00
Rhino Market & Deli,US,Charlotte,1,07,00,23,00
Rhino Market & Deli,US,Charlotte,2,07,00,23,00
Rhino Market & Deli,US,Charlotte,3,07,00,23,00
Rhino Market & Deli,US,Charlotte,4,07,00,00,00
Rhino Market & Deli,US,Charlotte,5,07,00,00,00
Rock Bottom Restaurant & Brewery,US,Charlotte,0,11,00,23,00
Rock Bottom Restaurant & Brewery,US,Charlotte,1,11,00,23,00
Rock Bottom Restaurant & Brewery,US,Charlotte,2,11,00,23,00
Rock Bottom Restaurant & Brewery,US,Charlotte,3,11,00,23,00
Rock Bottom Restaurant & Brewery,US,Charlotte,4,11,00,00,00
Rock Bottom Restaurant & Brewery,US,Charlotte,5,11,00,00,00
Rock Bottom Restaurant & Brewery,US,Charlotte,6,11,00,22,00
ROCKSALT - Charlotte,US,Charlotte,0,11,30,22,00
ROCKSALT - Charlotte,US,Charlotte,1,11,30,22,00
ROCKSALT - Charlotte,US,Charlotte,2,11,30,22,00
ROCKSALT - Charlotte,US,Charlotte,3,11,30,22,00
ROCKSALT - Charlotte,US,Charlotte,4,11,30,23,00
ROCKSALT - Charlotte,US,Charlotte,5,11,30,23,00
ROCKSALT - Charlotte,US,Charlotte,6,11,30,22,00
Room 112,US,Charlotte,0,11,00,22,00
Room 112,US,Charlotte,1,11,00,22,00
Room 112,US,Charlotte,2,11,00,22,00
Room 112,US,Charlotte,3,11,00,22,00
Room 112,US,Charlotte,4,11,00,22,00
Room 112,US,Charlotte,5,11,00,22,00
Rooster's at Southpark,US,Charlotte,0,11,30,22,00
Rooster's at Southpark,US,Charlotte,1,11,30,22,00
Rooster's at Southpark,US,Charlotte,2,11,30,22,00
Rooster's at Southpark,US,Charlotte,3,11,30,22,00
Rooster's at Southpark,US,Charlotte,4,11,30,23,00
Rooster's at Southpark,US,Charlotte,5,11,30,23,00
Rooster's at Southpark,US,Charlotte,6,11,30,21,00
Ru San's,US,Charlotte,0,11,30,14,30
Ru San's,US,Charlotte,0,16,30,23,00
Ru San's,US,Charlotte,1,11,30,14,30
Ru San's,US,Charlotte,1,16,30,23,00
Ru San's,US,Charlotte,2,11,30,14,30
Ru San's,US,Charlotte,2,16,30,23,00
Ru San's,US,Charlotte,3,11,30,14,30
Ru San's,US,Charlotte,3,16,30,23,00
Ru San's,US,Charlotte,4,11,30,14,30
Ru San's,US,Charlotte,4,16,30,00,00
Ru San's,US,Charlotte,5,12,00,14,30
Ru San's,US,Charlotte,5,16,30,00,00
Ru San's,US,Charlotte,6,15,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,0,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,1,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,2,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,3,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,4,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,5,11,00,23,00
RuRu's Tacos + Tequila,US,Charlotte,6,12,00,22,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,0,11,00,23,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,1,11,00,23,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,2,11,00,23,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,3,11,00,23,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,4,11,00,00,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,5,11,00,00,00
Rusty Bucket Restaurant and Tavern,US,Charlotte,6,11,30,21,00
Sabor Latin Street Grill - Noda,US,Charlotte,0,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,1,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,2,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,3,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,4,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,5,11,00,22,00
Sabor Latin Street Grill - Noda,US,Charlotte,6,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,0,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,1,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,2,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,3,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,4,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,5,11,00,22,00
Sabor Latin Street Grill,US,Charlotte,6,11,00,22,00
Sandwich Max,US,Charlotte,0,10,30,21,00
Sandwich Max,US,Charlotte,1,10,30,21,00
Sandwich Max,US,Charlotte,2,10,30,21,00
Sandwich Max,US,Charlotte,3,10,30,21,00
Sandwich Max,US,Charlotte,4,10,30,21,00
Sandwich Max,US,Charlotte,5,11,00,21,00
Sandwich Max,US,Charlotte,6,11,00,19,00
Sauceman's,US,Charlotte,0,11,00,18,00
Sauceman's,US,Charlotte,1,11,00,18,00
Sauceman's,US,Charlotte,2,11,00,18,00
Sauceman's,US,Charlotte,3,11,00,18,00
Sauceman's,US,Charlotte,4,11,00,21,00
Sauceman's,US,Charlotte,5,11,00,21,00
Savor Cafe & Catering,US,Charlotte,0,11,00,15,00
Savor Cafe & Catering,US,Charlotte,1,11,00,15,00
Savor Cafe & Catering,US,Charlotte,2,11,00,15,00
Savor Cafe & Catering,US,Charlotte,2,16,00,22,00
Savor Cafe & Catering,US,Charlotte,3,11,00,15,00
Savor Cafe & Catering,US,Charlotte,3,16,00,22,00
Savor Cafe & Catering,US,Charlotte,4,11,00,15,00
Savor Cafe & Catering,US,Charlotte,4,16,00,22,00
Savor Cafe & Catering,US,Charlotte,5,11,00,15,00
Savor Cafe & Catering,US,Charlotte,5,16,00,22,00
Sea Level NC,US,Charlotte,0,11,30,00,00
Sea Level NC,US,Charlotte,1,11,30,00,00
Sea Level NC,US,Charlotte,2,11,30,00,00
Sea Level NC,US,Charlotte,3,11,30,00,00
Sea Level NC,US,Charlotte,4,11,30,00,00
Sea Level NC,US,Charlotte,5,11,30,00,00
Smashburger,US,Charlotte,0,10,00,22,00
Smashburger,US,Charlotte,1,10,00,22,00
Smashburger,US,Charlotte,2,10,00,22,00
Smashburger,US,Charlotte,3,10,00,22,00
Smashburger,US,Charlotte,4,10,00,22,00
Smashburger,US,Charlotte,5,10,00,22,00
Smashburger,US,Charlotte,6,10,00,22,00
South 21 Family Restaurant,US,Charlotte,0,11,00,20,00
South 21 Family Restaurant,US,Charlotte,1,11,00,20,00
South 21 Family Restaurant,US,Charlotte,2,11,00,20,00
South 21 Family Restaurant,US,Charlotte,3,11,00,20,00
South 21 Family Restaurant,US,Charlotte,4,11,00,21,00
South 21 Family Restaurant,US,Charlotte,5,11,00,15,00
Stagioni Four Seasons of Food,US,Charlotte,0,17,30,22,00
Stagioni Four Seasons of Food,US,Charlotte,1,17,30,22,00
Stagioni Four Seasons of Food,US,Charlotte,2,17,30,22,00
Stagioni Four Seasons of Food,US,Charlotte,3,17,30,22,00
Stagioni Four Seasons of Food,US,Charlotte,4,17,30,23,00
Stagioni Four Seasons of Food,US,Charlotte,5,17,30,23,00
Steamers Sports Pub,US,Charlotte,0,14,30,02,00
Steamers Sports Pub,US,Charlotte,1,14,30,02,00
Steamers Sports Pub,US,Charlotte,2,14,30,02,00
Steamers Sports Pub,US,Charlotte,3,14,30,02,00
Steamers Sports Pub,US,Charlotte,4,11,30,02,00
Steamers Sports Pub,US,Charlotte,5,11,30,02,00
Steamers Sports Pub,US,Charlotte,6,11,30,02,00
Stockyard Restaurant,US,Charlotte,0,06,00,15,00
Stockyard Restaurant,US,Charlotte,1,06,00,15,00
Stockyard Restaurant,US,Charlotte,2,06,00,15,00
Stockyard Restaurant,US,Charlotte,3,06,00,15,00
Stockyard Restaurant,US,Charlotte,4,06,00,15,00
Stockyard Restaurant,US,Charlotte,5,06,00,15,00
Sunflour Baking Company,US,Charlotte,0,07,00,19,00
Sunflour Baking Company,US,Charlotte,1,07,00,19,00
Sunflour Baking Company,US,Charlotte,2,07,00,19,00
Sunflour Baking Company,US,Charlotte,3,07,00,19,00
Sunflour Baking Company,US,Charlotte,4,07,00,19,00
Sunflour Baking Company,US,Charlotte,5,07,00,19,00
Sunflour Baking Company,US,Charlotte,6,07,00,16,00
Sunset Seafood & Soulfood,US,Charlotte,1,11,00,22,00
Sunset Seafood & Soulfood,US,Charlotte,2,11,00,22,00
Sunset Seafood & Soulfood,US,Charlotte,3,11,00,22,00
Sunset Seafood & Soulfood,US,Charlotte,4,11,00,22,00
Sunset Seafood & Soulfood,US,Charlotte,5,11,00,22,00
Sunset Seafood & Soulfood,US,Charlotte,6,11,00,20,00
Terrace Restaurants - Southpark,US,Charlotte,0,07,00,15,00
Terrace Restaurants - Southpark,US,Charlotte,1,07,00,21,00
Terrace Restaurants - Southpark,US,Charlotte,2,07,00,21,00
Terrace Restaurants - Southpark,US,Charlotte,3,07,00,21,00
Terrace Restaurants - Southpark,US,Charlotte,4,07,00,21,00
Terrace Restaurants - Southpark,US,Charlotte,5,07,00,21,00
Terrace Restaurants - Southpark,US,Charlotte,6,08,00,15,00
The Asbury,US,Charlotte,0,11,00,22,00
The Asbury,US,Charlotte,1,11,00,22,00
The Asbury,US,Charlotte,2,11,00,22,00
The Asbury,US,Charlotte,3,11,00,22,00
The Asbury,US,Charlotte,4,11,00,22,00
The Asbury,US,Charlotte,5,09,00,22,00
The Asbury,US,Charlotte,6,09,00,22,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,0,07,00,15,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,1,07,00,21,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,2,07,00,21,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,3,07,00,21,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,4,07,00,21,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,5,07,00,21,00
The Flying Biscuit Cafe - Charlotte,US,Charlotte,6,07,00,15,00
3 Arts Club Cafe,US,Chicago,0,10,00,20,00
3 Arts Club Cafe,US,Chicago,1,10,00,20,00
3 Arts Club Cafe,US,Chicago,2,10,00,20,00
3 Arts Club Cafe,US,Chicago,3,10,00,20,00
3 Arts Club Cafe,US,Chicago,4,10,00,20,00
3 Arts Club Cafe,US,Chicago,5,10,00,20,00
3 Arts Club Cafe,US,Chicago,6,11,00,18,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,1,11,00,21,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,2,11,00,21,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,3,11,00,21,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,4,11,00,22,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,5,09,00,22,00
5 Rabanitos Restaurante and Taqueria,US,Chicago,6,09,00,21,00
90 Miles Cuban Café,US,Chicago,0,10,00,22,00
90 Miles Cuban Café,US,Chicago,1,10,00,22,00
90 Miles Cuban Café,US,Chicago,2,10,00,22,00
90 Miles Cuban Café,US,Chicago,3,10,00,22,00
90 Miles Cuban Café,US,Chicago,4,10,00,23,00
90 Miles Cuban Café,US,Chicago,5,10,00,23,00
90 Miles Cuban Café,US,Chicago,6,10,00,22,00
Alinea,US,Chicago,2,17,00,18,30
Alinea,US,Chicago,2,20,00,21,30
Alinea,US,Chicago,3,17,00,18,30
Alinea,US,Chicago,3,20,00,21,30
Alinea,US,Chicago,4,20,00,21,30
Alinea,US,Chicago,5,17,00,18,30
Alinea,US,Chicago,5,20,00,21,30
Alinea,US,Chicago,6,17,00,18,30
American Wildburger,US,Chicago,0,10,30,23,00
American Wildburger,US,Chicago,1,10,30,23,00
American Wildburger,US,Chicago,2,10,30,23,00
American Wildburger,US,Chicago,3,10,30,23,00
American Wildburger,US,Chicago,4,10,30,23,00
American Wildburger,US,Chicago,5,10,30,23,00
American Wildburger,US,Chicago,6,12,00,22,00
Americano 2211,US,Chicago,1,08,00,23,00
Americano 2211,US,Chicago,2,08,00,23,00
Americano 2211,US,Chicago,3,08,00,00,00
Americano 2211,US,Chicago,4,08,00,00,00
Americano 2211,US,Chicago,5,09,00,00,00
Americano 2211,US,Chicago,6,09,00,22,00
Ameritalia,US,Chicago,1,11,00,21,00
Ameritalia,US,Chicago,2,11,00,21,00
Ameritalia,US,Chicago,3,11,00,21,00
Ameritalia,US,Chicago,4,11,00,22,00
Ameritalia,US,Chicago,5,11,00,22,00
Ameritalia,US,Chicago,6,11,00,21,00
AMK Kitchen Bar,US,Chicago,0,17,00,23,00
AMK Kitchen Bar,US,Chicago,1,17,00,00,00
AMK Kitchen Bar,US,Chicago,2,17,00,00,00
AMK Kitchen Bar,US,Chicago,3,17,00,00,00
AMK Kitchen Bar,US,Chicago,4,17,00,01,00
AMK Kitchen Bar,US,Chicago,5,10,00,01,00
AMK Kitchen Bar,US,Chicago,6,10,00,23,00
Antique Taco,US,Chicago,1,11,00,22,00
Antique Taco,US,Chicago,2,11,00,22,00
Antique Taco,US,Chicago,3,11,00,22,00
Antique Taco,US,Chicago,4,11,00,23,00
Antique Taco,US,Chicago,5,11,00,23,00
Antique Taco,US,Chicago,6,10,00,15,00
Arbella,US,Chicago,0,17,00,02,00
Arbella,US,Chicago,1,17,00,02,00
Arbella,US,Chicago,2,17,00,02,00
Arbella,US,Chicago,3,17,00,02,00
Arbella,US,Chicago,4,17,00,02,00
Arbella,US,Chicago,5,17,00,03,00
Arbella,US,Chicago,6,17,00,02,00
Arbor,US,Chicago,0,06,30,15,00
Arbor,US,Chicago,1,06,30,15,00
Arbor,US,Chicago,2,06,30,15,00
Arbor,US,Chicago,3,06,30,15,00
Arbor,US,Chicago,3,17,00,23,30
Arbor,US,Chicago,4,06,30,15,00
Arbor,US,Chicago,4,17,00,23,30
Arbor,US,Chicago,5,18,00,23,30
Asian Cajun,US,Chicago,0,15,00,22,00
Asian Cajun,US,Chicago,2,15,00,22,00
Asian Cajun,US,Chicago,3,15,00,22,00
Asian Cajun,US,Chicago,4,12,00,23,00
Asian Cajun,US,Chicago,5,12,00,23,00
Asian Cajun,US,Chicago,6,12,00,21,00
Avec,US,Chicago,0,11,30,14,00
Avec,US,Chicago,0,15,30,01,00
Avec,US,Chicago,1,11,30,14,00
Avec,US,Chicago,1,15,30,01,00
Avec,US,Chicago,2,11,30,14,00
Avec,US,Chicago,2,15,30,01,00
Avec,US,Chicago,3,11,30,14,00
Avec,US,Chicago,3,15,30,01,00
Avec,US,Chicago,4,11,30,14,00
Avec,US,Chicago,4,15,30,02,00
Avec,US,Chicago,5,15,30,02,00
Avec,US,Chicago,6,10,00,01,00
